352699:80027140000,80083,Latham (ACT),8,Australian Capital Territory,0.0719
352700:80053080000,80083,Latham (ACT),8,Australian Capital Territory,0.0237
352701:80052980000,80083,Latham (ACT),8,Australian Capital Territory,0.1216
352702:80052960000,80083,Latham (ACT),8,Australian Capital Territory,0.0157
352703:80026760000,80083,Latham (ACT),8,Australian Capital Territory,0.0645
352704:80026750000,80083,Latham (ACT),8,Australian Capital Territory,0.0477
352705:80026740000,80083,Latham (ACT),8,Australian Capital Territory,0.0606
352706:80026730000,80083,Latham (ACT),8,Australian Capital Territory,0.0128
352707:80026970000,80083,Latham (ACT),8,Australian Capital Territory,0.0225
352708:80026980000,80083,Latham (ACT),8,Australian Capital Territory,0.0343
352709:80026920000,80083,Latham (ACT),8,Australian Capital Territory,0.0053
352710:80026940000,80083,Latham (ACT),8,Australian Capital Territory,0.041
352711:80026950000,80083,Latham (ACT),8,Australian Capital Territory,0.0383
352712:80026670000,80083,Latham (ACT),8,Australian Capital Territory,0.0306
352713:80048160000,80083,Latham (ACT),8,Australian Capital Territory,0.0038
352714:80027002000,80083,Latham (ACT),8,Australian Capital Territory,0.0678
352715:80026960000,80083,Latham (ACT),8,Australian Capital Territory,0.0489
352716:80053000000,80083,Latham (ACT),8,Australian Capital Territory,0.0083
352717:80052990000,80083,Latham (ACT),8,Australian Capital Territory,0.0035
352718:80053060000,80083,Latham (ACT),8,Australian Capital Territory,0.0056
352719:80053050000,80083,Latham (ACT),8,Australian Capital Territory,0.017
352720:80026770000,80083,Latham (ACT),8,Australian Capital Territory,0.0498
352721:80026781000,80083,Latham (ACT),8,Australian Capital Territory,0.0209
352722:80053040000,80083,Latham (ACT),8,Australian Capital Territory,0.0097
352723:80052970000,80083,Latham (ACT),8,Australian Capital Territory,0.0184
352724:80052950000,80083,Latham (ACT),8,Australian Capital Territory,0.0062
352725:80026680000,80083,Latham (ACT),8,Australian Capital Territory,0.0345
352726:80026660000,80083,Latham (ACT),8,Australian Capital Territory,0.0605
352727:80026990000,80083,Latham (ACT),8,Australian Capital Territory,0.0433
352728:80048020000,80083,Latham (ACT),8,Australian Capital Territory,0.0156
352729:80027041000,80083,Latham (ACT),8,Australian Capital Territory,0.0191
352730:80027001000,80083,Latham (ACT),8,Australian Capital Territory,0.0208
352731:80056514300,80084,Lawson (ACT),8,Australian Capital Territory,1.8316
352732:80028220000,80084,Lawson (ACT),8,Australian Capital Territory,0.1952
352733:80056565600,80084,Lawson (ACT),8,Australian Capital Territory,0.8714
352734:80056496800,80084,Lawson (ACT),8,Australian Capital Territory,0.1192
352735:80056556400,80084,Lawson (ACT),8,Australian Capital Territory,0.0671
352736:80049565500,80088,Macgregor (ACT),8,Australian Capital Territory,0.0441
